City,Region,Country,AirQuality,WaterPollution,AirQuality_norm,WaterPollution_norm,AirQuality_log,WaterPollution_log,EnvScore
New York City,New York,united states of america,46.81603774,49.5049505,0.4681603774,0.495049505,3.867361100797198,3.922071361179687,-2.688912760000001
"Washington, D.C.",District of Columbia,united states of america,66.12903226,49.10714286,0.6612903226000001,0.4910714286,4.206616621937321,3.914163569984278,17.0218894
San Francisco,California,united states of america,60.51401869,43.0,0.6051401869,0.43,4.119265095015551,3.784189633918261,17.51401869
Los Angeles,California,united states of america,36.62162162,61.29943503,0.3662162162,0.6129943503,3.627578928207037,4.131952357212962,-24.67781341
Bern,Canton of Bern,switzerland,94.31818182,12.5,0.9431818182000001,0.125,4.557220577562679,2.6026896854443837,81.81818182
Geneva,Canton of Geneva,switzerland,71.53846154,17.37288136,0.7153846154,0.1737288136,4.284116925193129,2.910875738315274,54.16558018
Zurich,Canton of Zurich,switzerland,83.80952381,10.71428571,0.8380952381000001,0.1071428571,4.440407845571854,2.4608090978430863,73.0952381
London,England,united kingdom,37.04225352,40.71637427,0.3704225352,0.40716374270000005,3.6386974767216818,3.7308937200760406,-3.67412075
Cairo,Cairo Governorate,egypt,15.830721,74.35064935,0.15830721,0.7435064935,2.8232058474514705,4.3221525428190475,-58.51992835
Alexandria,Alexandria Governorate,egypt,41.03773585,71.2962963,0.41037735849999996,0.712962963,3.7385676875174942,4.2807729010199385,-30.258560449999997
Alexandria,Virginia,united states of america,89.0625,46.15384615,0.890625,0.4615384615,4.500503873759741,3.8534155783931086,42.90865385
Paris,Ile-de-France,france,34.02439024,43.12169312,0.3402439024,0.43121693120000004,3.5560446827924412,3.786951568988969,-9.09730288
Boston,Massachusetts,united states of america,78.23529412,32.91139241,0.7823529412000001,0.3291139241,4.372421832383844,3.523751017223164,45.32390171000001
Toronto,Ontario,canada,65.53468208,37.7994012,0.6553468208,0.377994012,4.197723346747272,3.658404813520447,27.735280879999998
Sao Paulo,Sao Paulo,brazil,24.05660377,73.71794872,0.24056603769999998,0.7371794871999999,3.221137416341185,4.313720340652957,-49.66134495
Poznan,Greater Poland Voivodeship,poland,33.07692308,50.42372881,0.33076923080000004,0.5042372881,3.5286204126738925,3.9400997159335427,-17.34680573
Warsaw,Masovian Voivodeship,poland,27.27272727,36.01485149,0.2727272727,0.3601485149,3.3418976392844004,3.6113192237297795,-8.742124219999997
Modena,Emilia-Romagna,italy,39.0625,50.0,0.390625,0.5,3.6904407346808887,3.9318256327243257,-10.9375
Montreal,Quebec,canada,70.76023392,36.96319018,0.7076023392,0.3696319018,4.273330477499965,3.636617010779536,33.79704374000001
Cambridge,England,united kingdom,69.82758621,30.55555556,0.6982758621,0.3055555556,4.260248560545847,3.451749660965832,39.272030650000005
Cologne,North Rhine-Westphalia,germany,60.71428571,27.77777778,0.6071428571,0.2777777778,4.122515439119352,3.3596034844405387,32.93650793
Skopje,Greater Skopje,north macedonia,10.19417476,45.26315789,0.1019417476,0.45263157890000005,2.415393532282268,3.8343459184163473,-35.06898313000001
Gdynia,Pomeranian Voivodeship,poland,49.41860465,48.61111111,0.4941860465,0.48611111110000005,3.9203602468429115,3.904214822957938,0.8074935399999958
Szczecin,West Pomeranian Voivodeship,poland,41.37931034,53.75,0.41379310340000003,0.5375,3.746660279465647,4.00277736869661,-12.370689659999996
Ljubljana,Ljubljana City Municipality,slovenia,72.16494845,17.58241758,0.7216494845,0.1758241758,4.292716459972284,2.92221584225163,54.58253087
Plovdiv,Plovdiv region,bulgaria,31.41025641,36.29032258,0.3141025641,0.3629032258,3.478474928569245,3.6187338447298756,-4.880066170000003
Sofia,Sofia City Province,bulgaria,23.62132353,40.94339623,0.23621323530000002,0.4094339623,3.2036128776379442,3.736321000497545,-17.322072699999996
Milan,Lombardy,italy,24.39759036,39.49044586,0.2439759036,0.3949044586,3.234654301807729,3.701066041591247,-15.092855500000002
Trieste,Friuli-Venezia Giulia,italy,58.87096774,29.0,0.5887096774,0.29,4.092191708828672,3.4011973816621555,29.870967739999998
Lodz,Lodz Voivodeship,poland,28.84615385,40.44117647,0.2884615385,0.4044117647,3.3960559822906027,3.7242749872683243,-11.595022620000002
Bonn,North Rhine-Westphalia,germany,82.8125,22.5,0.828125,0.225,4.428582161041898,3.1570004211501135,60.3125
Katowice,Silesian Voivodeship,poland,27.77777778,48.33333333,0.2777777778,0.48333333330000006,3.3596034844405387,3.898599985028438,-20.55555555
Lisbon,Lisbon,portugal,64.60674157,24.85632184,0.6460674157,0.2485632184,4.183678458505157,3.252555129662207,39.75041973
Rzeszow,Podkarpackie Voivodeship,poland,37.5,47.05882353,0.375,0.4705882353,3.6506582412937387,3.8724257508160265,-9.558823529999998
Dubai,Emirate of Dubai,united arab emirates,48.87387387,39.84615385,0.4887387387,0.3984615385,3.909497295907498,3.709812663874564,9.027720019999997
Padua,Veneto,italy,29.16666667,50.0,0.2916666667,0.5,3.406737562148268,3.9318256327243257,-20.83333333
Bergamo,Lombardy,italy,46.66666667,35.0,0.4666666667,0.35000000000000003,3.8642323416617277,3.58351893845611,11.666666669999998
Venice,Veneto,italy,36.25,67.85714286,0.3625,0.6785714286,3.6176519448255684,4.232033965036781,-31.607142859999996
Heilbronn,Baden-Wurttemberg,germany,80.0,0.0,0.8,0.0,4.394449154672439,0.0,80.0
Saginaw,Michigan,united states of america,85.0,70.0,0.85,0.7000000000000001,4.454347296253507,4.2626798770413155,15.0
Bialystok,Podlaskie Voivodeship,poland,34.52380952,52.94117647,0.3452380952,0.5294117647000001,3.570203162373099,3.987894128189344,-18.41736695
Nowy Sacz,Lesser Poland Voivodeship,poland,30.0,100.0,0.3,1.0,3.4339872044851463,4.61512051684126,-70.0
Lausanne,Canton of Vaud,switzerland,78.26086957,17.5,0.7826086957,0.17500000000000002,4.3727445588098535,2.917770732084279,60.76086957
Abakan,Republic of Khakassia,russia,0.0,75.0,0.0,0.75,0.0,4.330733340286331,-75.0
Novosibirsk,Novosibirsk Oblast,russia,36.48648649,54.05405405,0.3648648649,0.5405405405,3.6239805077643346,4.0083155035089435,-17.56756756
Yekaterinburg,Sverdlovsk Oblast,russia,27.90697674,58.33333333,0.2790697674,0.5833333333,3.364082975672338,4.083171261567796,-30.42635659
Samara,Samara Oblast,russia,48.4375,51.5625,0.484375,0.515625,3.9007092455278727,3.9620029377331667,-3.125
Omsk,Omsk Oblast,russia,16.17647059,48.52941176,0.1617647059,0.4852941176,2.8435404583148056,3.902566670091099,-32.35294117
Kazan,Republic of Tatarstan,russia,41.25,58.33333333,0.41250000000000003,0.5833333333,3.7436043538031827,4.083171261567796,-17.083333330000002
Chelyabinsk,Chelyabinsk Oblast,russia,16.66666667,70.3125,0.16666666670000002,0.703125,2.8716796250726913,4.267071627622294,-53.64583333
Ufa,Bashkortostan,russia,20.83333333,68.18181818,0.20833333329999998,0.6818181818,3.0834378538204246,4.236738085037034,-47.34848484999999
Volgograd,Volgograd Oblast,russia,21.66666667,59.375,0.2166666667,0.59375,3.1208954166550558,4.100575111972737,-37.70833333
Perm,Perm Krai,russia,44.44444444,50.0,0.44444444439999997,0.5,3.8164905786087826,3.9318256327243257,-5.555555560000002
Krasnoyarsk,Krasnoyarsk Krai,russia,6.617647059,49.21875,0.06617647059000001,0.4921875,2.0304675371065426,3.916388462937786,-42.601102941
Vladivostok,Primorsky Krai,russia,35.0,67.5,0.35000000000000003,0.675,3.58351893845611,4.22683374526818,-32.5
San Antonio,Texas,united states of america,63.41463415,50.67567568,0.6341463415,0.5067567568,4.165340845649621,3.944987181050804,12.73895847
Tomsk,Tomsk Oblast,russia,46.42857143,51.78571429,0.4642857143,0.5178571429000001,3.8592248198912955,3.966240591414134,-5.357142860000003
Maribor,Maribor City Municipality,slovenia,76.25,18.75,0.7625000000000001,0.1875,4.347046915777855,2.9831534913471307,57.5
Celje,City Municipality of Celje,slovenia,50.0,8.333333333,0.5,0.08333333333000001,3.9318256327243257,2.23359222147138,41.666666667
Koper,City Municipality of Koper,slovenia,87.5,0.0,0.875,0.0,4.483002552013883,0.0,87.5
Aachen,North Rhine-Westphalia,germany,70.45454545,17.85714286,0.7045454545,0.1785714286,4.269061519567223,2.936891773682573,52.59740259
Nova Gorica,City Municipality of Nova Gorica,slovenia,75.0,12.5,0.75,0.125,4.330733340286331,2.6026896854443837,62.5
Kranj,City Municipality of Kranj,slovenia,80.55555556,12.5,0.8055555556,0.125,4.401284451332792,2.6026896854443837,68.05555556
Stuttgart,Baden-Wurttemberg,germany,43.125,24.28571429,0.43125,0.24285714290000002,3.787026515253461,3.2302395836880073,18.83928571
Biel/Bienne,Canton of Bern,switzerland,37.5,31.25,0.375,0.3125,3.6506582412937387,3.4735180432417816,6.25
Karlsruhe,Baden-Wurttemberg,germany,87.5,5.555555556,0.875,0.05555555556,4.483002552013883,1.8803128666372966,81.944444444
Ahmedabad,Gujarat,india,32.96296296,66.9921875,0.3296296296,0.669921875,3.5252706061648946,4.219392808869896,-34.02922454
Salerno,Campania,italy,60.0,58.33333333,0.6,0.5833333333,4.110873864173311,4.083171261567796,1.666666669999998
Jamnagar,Gujarat,india,34.48275862,58.33333333,0.3448275862,0.5833333333,3.5690469058281393,4.083171261567796,-23.850574710000004
Busto Arsizio,Lombardy,italy,0.0,75.0,0.0,0.75,0.0,4.330733340286331,-75.0
Mumbai,Maharashtra,india,25.16025641,75.32537961,0.2516025641,0.7532537961,3.264241328146467,4.335005512208311,-50.1651232
Dortmund,North Rhine-Westphalia,germany,75.0,15.625,0.75,0.15625,4.330733340286331,2.810907586541918,59.375
Ghent,Flemish Region,belgium,55.46875,27.67857143,0.5546875,0.27678571430000004,4.033687387792502,3.356150203821371,27.79017857
Chicago,Illinois,united states of america,57.43243243,53.62068966,0.5743243243,0.5362068966,4.067871085513301,4.000412742476281,3.811742770000002
Como,Lombardy,italy,58.33333333,40.0,0.5833333333,0.4,4.083171261567796,3.713572066704308,18.333333330000002
Montevideo,Montevideo Department,uruguay,65.78947368,46.75324675,0.6578947368,0.46753246750000005,4.201545488484905,3.866047059379598,19.036226929999998
Tolyatti,Samara Oblast,russia,36.11111111,43.75,0.36111111110000005,0.4375,3.6139164156105408,3.8010914447208646,-7.638888889999997
Pittsburgh,Pennsylvania,united states of america,58.92857143,59.61538462,0.5892857143,0.5961538462,4.093153376875786,4.104548732472485,-0.6868131900000023
Philadelphia,Pennsylvania,united states of america,54.28571429,55.64516129,0.5428571429,0.5564516129,4.012514544051988,4.036806569704221,-1.3594469999999959
Kolkata,West Bengal,india,25.93457944,68.26923077,0.2593457944,0.6826923076999999,3.2934109421253197,4.238000807165579,-42.33465132999999
Chennai,Tamil Nadu,india,35.88435374,73.07017544,0.3588435374,0.7307017544,3.607787443239299,4.305012960592664,-37.1858217
Dhaka,Dhaka Division,bangladesh,14.96815287,78.25342466,0.1496815287,0.7825342465999999,2.7705962930453265,4.372650625199113,-63.285271789999996
Hyderabad,Telangana,india,31.49253731,70.10703364,0.3149253731,0.7010703363999999,3.4810104417379315,4.2641862579360295,-38.614496329999994
Islamabad,Islamabad Capital Territory,pakistan,67.41803279,51.32743363,0.6741803279,0.5132743363000001,4.225636427163005,3.957520777140622,16.090599159999996
Genoa,Liguria,italy,51.72413793,30.0,0.5172413793,0.3,3.9650733759229677,3.4339872044851463,21.724137929999998
Manila,Metro Manila,philippines,17.01570681,83.7431694,0.1701570681,0.8374316940000001,2.891243977957186,4.439625145962295,-66.72746259
Quezon City,Metro Manila,philippines,23.80952381,80.12820513,0.23809523810000002,0.8012820513,3.211227604049138,4.3960306827800215,-56.318681319999996
Caloocan,Metro Manila,philippines,25.0,83.33333333,0.25,0.8333333333,3.258096538021482,4.434777200019885,-58.33333333
La Paz,La Paz Department,bolivia,27.94117647,79.54545455,0.2794117647,0.7954545455,3.3652653724157666,4.3888216778631435,-51.60427808
Barcelona,Catalonia,spain,35.49723757,51.31578947,0.3549723757,0.5131578947,3.5972365747106436,3.957298227419711,-15.818551899999996
Makati,Metro Manila,philippines,34.21052632,70.94594595,0.3421052632,0.7094594595,3.5613450810813694,4.275915086367181,-36.735419629999996
Nagpur,Maharashtra,india,46.61016949,69.44444444,0.4661016949,0.6944444444,3.863046383166484,4.254824377037915,-22.83427495
Abu Dhabi,Emirate of Abu Dhabi,united arab emirates,55.98290598,37.99019608,0.5598290598,0.3799019608,4.042751327769307,3.6633102319636506,17.9927099
Athens,Attica Region,greece,44.17412141,30.31561462,0.4417412141,0.30315614620000003,3.8105243877003447,3.444116842800576,13.858506789999996
Caracas,Capital District,venezuela,43.359375,69.06779661,0.43359375,0.6906779661,3.792324073113299,4.249463296333575,-25.708421610000002
Pune,Maharashtra,india,39.10788382,71.86147186,0.3910788382,0.7186147185999999,3.6915729189785167,4.2885599925841715,-32.75358804
Guatemala City,Guatemala Department,guatemala,39.28571429,69.53125,0.3928571429,0.6953125,3.6959969219891833,4.256055874017809,-30.24553571
Havana,Havana Province,cuba,46.66666667,50.0,0.4666666667,0.5,3.8642323416617277,3.9318256327243257,-3.333333330000002
Valenzuela,Metro Manila,philippines,48.68421053,88.15789474,0.48684210530000005,0.8815789474000001,3.905687187053213,4.490408896080979,-39.47368421
Pasig,Metro Manila,philippines,27.94117647,82.69230769,0.2794117647,0.8269230769000001,3.3652653724157666,4.427147069926778,-54.751131220000005
Osijek,Osijek-Baranja County,croatia,83.75,13.33333333,0.8375,0.1333333333,4.43970574626056,2.6625878267928944,70.41666667
Rijeka,Primorje-Gorski Kotar County,croatia,75.0,17.85714286,0.75,0.1785714286,4.330733340286331,2.936891773682573,57.142857140000004
Split,Split-Dalmatia County,croatia,71.71052632,30.0,0.7171052632,0.3,4.286486165254939,3.4339872044851463,41.71052632
Kiel,Schleswig-Holstein,germany,93.75,25.0,0.9375,0.25,4.5512418439625355,3.258096538021482,68.75
Schwerin,Mecklenburg-Western Pomerania,germany,87.5,50.0,0.875,0.5,4.483002552013883,3.9318256327243257,37.5
Potsdam,Brandenburg,germany,88.63636364,10.71428571,0.8863636364,0.1071428571,4.495761081844833,2.4608090978430863,77.92207793
Hanover,Lower Saxony,germany,75.0,22.91666667,0.75,0.22916666670000002,4.330733340286331,3.1745755661109936,52.08333333
D?sseldorf,North Rhine-Westphalia,germany,64.81481481,23.91304348,0.6481481481,0.23913043479999999,4.186844962077165,3.215391500855398,40.90177133
Mainz,Rhineland-Palatinate,germany,86.11111111,35.0,0.8611111110999999,0.35000000000000003,4.467184443001433,3.58351893845611,51.111111109999996
Wiesbaden,Hesse,germany,73.21428571,42.5,0.7321428571,0.425,4.306956661426221,3.7727609380946383,30.71428571
Dubrovnik,Dubrovnik-Neretva County,croatia,87.5,40.0,0.875,0.4,4.483002552013883,3.713572066704308,47.5
Saarbr?cken,Saarland,germany,87.5,12.5,0.875,0.125,4.483002552013883,2.6026896854443837,75.0
Munich,Bavaria,germany,74.41860465,15.46610169,0.7441860465000001,0.1546610169,4.323053990598337,2.801303824613268,58.952502960000004
Dresden,Saxony,germany,75.0,7.894736842,0.75,0.07894736842000001,4.330733340286331,2.1854597357447987,67.105263158
Magdeburg,Saxony-Anhalt,germany,93.75,6.25,0.9375,0.0625,4.5512418439625355,1.9810014688665833,87.5
Innsbruck,Tyrol,austria,75.0,7.8125,0.75,0.078125,4.330733340286331,2.176171168138387,67.1875
Bregenz,Vorarlberg,austria,95.0,50.0,0.9500000000000001,0.5,4.564348191467836,3.9318256327243257,45.0
Stockholm,Stockholm County,sweden,83.20610687,15.0390625,0.8320610687,0.150390625,4.433267446765511,2.7750271530993165,68.16704437
Helsinki,Uusimaa,finland,89.88095238,15.49586777,0.8988095238,0.15495867770000002,4.509550434451382,2.8031099113598383,74.38508460999999
Murmansk,Murmansk Oblast,russia,57.14285714,14.28571429,0.5714285714,0.1428571429,4.062903036338142,2.7269186856869667,42.857142849999995
Tallinn,Harju County,estonia,81.8877551,18.61702128,0.818877551,0.18617021279999998,4.41748734435576,2.976397622020071,63.270733820000004
Bratislava,Bratislava Region,slovakia,62.32394366,32.46268657,0.6232394366,0.32462686570000004,4.148263514501073,3.510430984325885,29.861257089999995
Gdansk,Pomeranian Voivodeship,poland,45.55555556,45.0,0.45555555560000005,0.45,3.8406463426813837,3.828641396489095,0.555555560000002
Frankfurt,Hesse,germany,63.39285714,25.98039216,0.6339285714,0.2598039216,4.165002712983743,3.295110385885242,37.412464979999996
Wroclaw,Lower Silesian Voivodeship,poland,25.68807339,35.4368932,0.2568807339,0.354368932,3.2842167760976153,3.595581810798804,-9.74881981
Kochi,Kerala,india,36.5625,68.40277778,0.36562500000000003,0.6840277777999999,3.6260062122954264,4.2399268923601685,-31.840277779999994
Baguio,Cordillera Administrative Region,philippines,26.88679245,66.4893617,0.2688679245,0.664893617,3.3281531878545367,4.211969981013154,-39.60256925
Kaliningrad,Kaliningrad Oblast,russia,55.0,55.0,0.55,0.55,4.02535169073515,4.02535169073515,0.0
Arkhangelsk,Arkhangelsk Oblast,russia,43.75,50.0,0.4375,0.5,3.8010914447208646,3.9318256327243257,-6.25
Andorra la Vella,Andorra la Vella,andorra,37.5,25.0,0.375,0.25,3.6506582412937387,3.258096538021482,12.5
Odessa,Odessa Oblast,ukraine,50.5,58.85416667,0.505,0.5885416667,3.9415818076696905,4.0919110481270895,-8.354166669999998
Concepcion,Biobio Region,chile,55.76923077,33.33333333,0.5576923077,0.33333333330000003,4.038994467152486,3.5361166994644386,22.435897439999998
Bologna,Emilia-Romagna,italy,38.15789474,28.03030303,0.38157894740000003,0.2803030303,3.6676020557472966,3.3683402164939418,10.127591710000004
Petrozavodsk,Karelia,russia,58.33333333,25.0,0.5833333333,0.25,4.083171261567796,3.258096538021482,33.33333333
Cagliari,Sardinia,italy,71.05263158,20.0,0.7105263158,0.2,4.277396846136617,3.044522437723423,51.052631579999996
Catania,Sicily,italy,46.42857143,55.55555556,0.4642857143,0.5555555556,3.8592248198912955,4.0352234392928885,-9.126984130000004
Caserta,Campania,italy,34.375,56.25,0.34375,0.5625,3.5660053559634015,4.047427642434349,-21.875
Ottawa,Ontario,canada,84.56375839,27.99295775,0.8456375839000001,0.27992957749999997,4.449261810201291,3.3670529642900915,56.57080064
Vologda,Vologda Oblast,russia,62.5,25.0,0.625,0.25,4.151039905898646,3.258096538021482,37.5
Dar es Salaam,Dar es Salaam Region,tanzania,46.875,76.0,0.46875,0.76,3.86859344750081,4.343805421853684,-29.125
Khartoum,Khartoum,sudan,42.85714286,78.125,0.4285714286,0.78125,3.7809375985970304,4.3710288804643405,-35.26785714
Verona,Veneto,italy,36.11111111,42.85714286,0.36111111110000005,0.4285714286,3.6139164156105408,3.7809375985970304,-6.74603175
Iqaluit,Nunavut,canada,50.0,50.0,0.5,0.5,3.9318256327243257,3.9318256327243257,0.0
Florence,Tuscany,italy,52.67857143,36.0,0.5267857143,0.36,3.983013879604384,3.6109179126442243,16.678571429999998
Whitehorse,Yukon,canada,92.5,12.5,0.925,0.125,4.537961436294641,2.6026896854443837,80.0
Yellowknife,Northwest Territories,canada,87.5,43.75,0.875,0.4375,4.483002552013883,3.8010914447208646,43.75
Essen,North Rhine-Westphalia,germany,80.0,4.166666667,0.8,0.041666666670000005,4.394449154672439,1.6422277353216075,75.833333333
Leipzig,Saxony,germany,84.21052632,20.0,0.8421052632,0.2,4.445124974560608,3.044522437723423,64.21052632
St. John's,Newfoundland and Labrador,canada,90.625,35.41666667,0.90625,0.35416666669999997,4.517704160206816,3.595026545399123,55.20833333
Nuremberg,Bavaria,germany,75.0,12.5,0.75,0.125,4.330733340286331,2.6026896854443837,62.5
Duisburg,North Rhine-Westphalia,germany,53.57142857,31.25,0.5357142857,0.3125,3.999510459525084,3.4735180432417816,22.321428570000002
Bochum,North Rhine-Westphalia,germany,68.18181818,25.0,0.6818181818,0.25,4.236738085037034,3.258096538021482,43.18181817999999
Wuppertal,North Rhine-Westphalia,germany,90.0,0.0,0.9,0.0,4.51085950651685,0.0,90.0
Bielefeld,North Rhine-Westphalia,germany,67.85714286,50.0,0.6785714286,0.5,4.232033965036781,3.9318256327243257,17.857142859999996
Mannheim,Baden-Wurttemberg,germany,51.08695652,30.55555556,0.5108695652,0.3055555556,3.952914562712856,3.451749660965832,20.531400960000003
Regina,Saskatchewan,canada,68.57142857,42.74193548,0.6857142856999999,0.42741935480000004,4.242353974006742,3.778307263926699,25.829493089999993
Charlottetown,Prince Edward Island,canada,97.5,20.0,0.975,0.2,4.590056548178043,3.044522437723423,77.5
Victoria,British Columbia,canada,92.72151899,27.7027027,0.9272151899000001,0.277027027,4.54032782125473,3.356991289063498,65.01881629
Winnipeg,Manitoba,canada,71.31147541,42.64705882,0.7131147541,0.4264705882,4.280982835933895,3.776135899030302,28.664416590000002
Fredericton,New Brunswick,canada,90.0,31.25,0.9,0.3125,4.51085950651685,3.4735180432417816,58.75
Halifax,Nova Scotia,canada,84.57446809,36.25,0.8457446809,0.3625,4.4493869686797245,3.6176519448255684,48.324468089999996
Cherepovets,Vologda Oblast,russia,0.0,100.0,0.0,1.0,0.0,4.61512051684126,-100.0
Quebec City,Quebec,canada,82.5,43.75,0.8250000000000001,0.4375,4.42484663185681,3.8010914447208646,38.75
Arica,Arica y Parinacota Region,chile,75.0,50.0,0.75,0.5,4.330733340286331,3.9318256327243257,25.0
Pskov,Pskov Oblast,russia,100.0,50.0,1.0,0.5,4.61512051684126,3.9318256327243257,50.0
Veliky Novgorod,Novgorod Oblast,russia,100.0,50.0,1.0,0.5,4.61512051684126,3.9318256327243257,50.0
Birmingham,England,united kingdom,52.97619048,25.64102564,0.5297619048,0.2564102564,3.9885430322947384,3.2824523449310825,27.33516484
Tver,Tver Oblast,russia,62.5,37.5,0.625,0.375,4.151039905898646,3.6506582412937387,25.0
Smolensk,Smolensk Oblast,russia,50.0,54.16666667,0.5,0.5416666667,3.9318256327243257,4.010358906209431,-4.166666669999998
Yaroslavl,Yaroslavl Oblast,russia,16.66666667,58.33333333,0.16666666670000002,0.5833333333,2.8716796250726913,4.083171261567796,-41.666666660000004
Mogadishu,Banaadir,somalia,60.0,57.5,0.6,0.5750000000000001,4.110873864173311,4.069026754237811,2.5
Ivanovo,Ivanovo Oblast,russia,33.33333333,87.5,0.33333333330000003,0.875,3.5361166994644386,4.483002552013883,-54.16666667
Naples,Campania,italy,28.84615385,55.31914894,0.2884615385,0.5531914894,3.3960559822906027,4.031034600585044,-26.472995089999998
Palermo,Sicily,italy,45.45454545,51.31578947,0.4545454545,0.5131578947,3.8384743173074867,3.957298227419711,-5.861244020000001
Gomel,Gomel Region,belarus,44.73684211,53.57142857,0.44736842109999997,0.5357142857,3.822904146202519,3.999510459525084,-8.834586460000004
Parma,Emilia-Romagna,italy,34.375,56.81818182,0.34375,0.5681818182,3.5660053559634015,4.0573032905731985,-22.44318182
Vladimir,Vladimir Oblast,russia,37.5,50.0,0.375,0.5,3.6506582412937387,3.9318256327243257,-12.5
Pescara,Abruzzo,italy,61.11111111,79.16666667,0.6111111111,0.7916666667,4.12892489580099,4.384107800919286,-18.055555559999995
M?nster,North Rhine-Westphalia,germany,71.875,25.0,0.71875,0.25,4.288745644670657,3.258096538021482,46.875
Ryazan,Ryazan Oblast,russia,0.0,91.66666667,0.0,0.9166666667,0.0,4.529008825058499,-91.66666667
Augsburg,Bavaria,germany,73.52941176,26.92307692,0.7352941176000001,0.2692307692,4.311193836201782,3.3294534766931214,46.60633484
Siena,Tuscany,italy,81.25,21.42857143,0.8125,0.2142857143,4.409763389645481,3.110335656356689,59.821428569999995
Gelsenkirchen,North Rhine-Westphalia,germany,62.5,50.0,0.625,0.5,4.151039905898646,3.9318256327243257,12.5
Tula,Tula Oblast,russia,33.33333333,75.0,0.33333333330000003,0.75,3.5361166994644386,4.330733340286331,-41.66666667
Udine,Friuli-Venezia Giulia,italy,72.5,33.33333333,0.725,0.33333333330000003,4.297285406218791,3.5361166994644386,39.16666667
Chemnitz,Saxony,germany,87.5,50.0,0.875,0.5,4.483002552013883,3.9318256327243257,37.5
Krefeld,North Rhine-Westphalia,germany,87.5,50.0,0.875,0.5,4.483002552013883,3.9318256327243257,37.5
Madrid,Community of Madrid,spain,36.23417722,18.95424837,0.3623417722,0.1895424837,3.617227081966675,2.993442071542246,17.27992885
Halle (Saale),Saxony-Anhalt,germany,75.0,0.0,0.75,0.0,4.330733340286331,0.0,75.0
Freiburg im Breisgau,Baden-Wurttemberg,germany,88.33333333,5.0,0.8833333333000001,0.05,4.492374691805433,1.791759469228055,83.33333333
Oberhausen,North Rhine-Westphalia,germany,62.5,50.0,0.625,0.5,4.151039905898646,3.9318256327243257,12.5
L?beck,Schleswig-Holstein,germany,100.0,25.0,1.0,0.25,4.61512051684126,3.258096538021482,75.0
Brasilia,Federal District,brazil,76.53061224,38.04347826,0.7653061224,0.3804347826,4.3506728550138245,3.6646758523507783,38.487133979999996
Rostock,Mecklenburg-Western Pomerania,germany,90.625,37.5,0.90625,0.375,4.517704160206816,3.6506582412937387,53.125
Kassel,Hesse,germany,75.0,50.0,0.75,0.5,4.330733340286331,3.9318256327243257,25.0
Lima,Lima region,peru,19.75,76.04166667,0.1975,0.7604166667,3.0325462466767075,4.344346401082446,-56.29166667
Hagen,North Rhine-Westphalia,germany,100.0,50.0,1.0,0.5,4.61512051684126,3.9318256327243257,50.0
Hamm,North Rhine-Westphalia,germany,87.5,50.0,0.875,0.5,4.483002552013883,3.9318256327243257,37.5
Santiago,Santiago Metropolitan Region,chile,17.71523179,40.23972603,0.17715231790000002,0.4023972603,2.929337726532167,3.719402015819224,-22.52449424
Quito,Pichincha Province,ecuador,35.86956522,53.07692308,0.3586956522,0.5307692308,3.607386419933508,3.9904075344060272,-17.207357860000002
Ludwigshafen,Rhineland-Palatinate,germany,75.0,0.0,0.75,0.0,4.330733340286331,0.0,75.0
Osnabr?ck,Lower Saxony,germany,82.14285714,0.0,0.8214285714,0.0,4.42056029864176,0.0,82.14285714
Asuncion,Capital District,paraguay,39.65517241,67.0,0.3965517241,0.67,3.7051260704575975,4.219507705176107,-27.34482759
Oldenburg,Lower Saxony,germany,75.0,18.75,0.75,0.1875,4.330733340286331,2.9831534913471307,56.25
Leverkusen,North Rhine-Westphalia,germany,83.33333333,50.0,0.8333333333,0.5,4.434777200019885,3.9318256327243257,33.33333333
Solingen,North Rhine-Westphalia,germany,87.5,50.0,0.875,0.5,4.483002552013883,3.9318256327243257,37.5
Neuss,North Rhine-Westphalia,germany,50.0,75.0,0.5,0.75,3.9318256327243257,4.330733340286331,-25.0
Heidelberg,Baden-Wurttemberg,germany,89.28571429,25.0,0.8928571429000001,0.25,4.502979245139012,3.258096538021482,64.28571429
Paderborn,North Rhine-Westphalia,germany,75.0,25.0,0.75,0.25,4.330733340286331,3.258096538021482,50.0
Darmstadt,Hesse,germany,71.875,27.5,0.71875,0.275,4.288745644670657,3.349904087274605,44.375
Regensburg,Bavaria,germany,87.5,7.142857143,0.875,0.07142857143,4.483002552013883,2.0971411187967806,80.357142857
Paramaribo,Paramaribo District,suriname,61.36363636,54.54545455,0.6136363636000001,0.5454545455,4.132982354869205,4.017201686455058,6.818181809999999
Ingolstadt,Bavaria,germany,100.0,0.0,1.0,0.0,4.61512051684126,0.0,100.0
Ulm,Baden-Wurttemberg,germany,88.88888889,10.0,0.8888888889000001,0.1,4.498574339734633,2.3978952727983707,78.88888889
Wolfsburg,Lower Saxony,germany,96.875,0.0,0.96875,0.0,4.5836911543109675,0.0,96.875
Kathmandu,Bagmati,nepal,11.46341463,80.45685279,0.11463414630000002,0.8045685279,2.5227975231667155,4.400073466438314,-68.99343816
Offenbach am Main,Hesse,germany,75.0,50.0,0.75,0.5,4.330733340286331,3.9318256327243257,25.0
